?cls	?xref
<http://purl.obolibrary.org/obo/TAXRANK_0000027>	"NCBITaxon:superphylum"
<http://purl.obolibrary.org/obo/TAXRANK_0000039>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Grex"
<http://purl.obolibrary.org/obo/TAXRANK_0000040>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Infraphylum"
<http://purl.obolibrary.org/obo/TAXRANK_0000010>	"NCBITaxon:species_group"
<http://purl.obolibrary.org/obo/TAXRANK_0001007>	"NCBITaxon:genotype"
<http://purl.obolibrary.org/obo/TAXRANK_0000058>	"http://rs.tdwg.org/ontology/voc/TaxonRank#SupragenericTaxon"
<http://purl.obolibrary.org/obo/TAXRANK_0000034>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Cultivar"
<http://purl.obolibrary.org/obo/TAXRANK_0000047>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Infratribe"
<http://purl.obolibrary.org/obo/TAXRANK_0000021>	"NCBITaxon:parvorder"
<http://purl.obolibrary.org/obo/TAXRANK_0000013>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Infraorder"
<http://purl.obolibrary.org/obo/TAXRANK_0000013>	"NCBITaxon:infraorder"
<http://purl.obolibrary.org/obo/TAXRANK_0000026>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Form"
<http://purl.obolibrary.org/obo/TAXRANK_0000026>	"NCBITaxon:forma"
<http://purl.obolibrary.org/obo/TAXRANK_0000033>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Candidate"
<http://purl.obolibrary.org/obo/TAXRANK_0001002>	"NCBITaxon:isolate"
<http://purl.obolibrary.org/obo/TAXRANK_0000056>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Subsubform"
<http://purl.obolibrary.org/obo/TAXRANK_0000007>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Subclass"
<http://purl.obolibrary.org/obo/TAXRANK_0000007>	"NCBITaxon:subclass"
<http://purl.obolibrary.org/obo/TAXRANK_0000002>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Class"
<http://purl.obolibrary.org/obo/TAXRANK_0000002>	"NCBITaxon:class"
<http://purl.obolibrary.org/obo/TAXRANK_0000045>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Infraspecies"
<http://purl.obolibrary.org/obo/TAXRANK_0001001>	"NCBITaxon:strain"
<http://purl.obolibrary.org/obo/TAXRANK_0001008>	"NCBITaxon:biotype"
<http://purl.obolibrary.org/obo/TAXRANK_0000055>	"http://rs.tdwg.org/ontology/voc/TaxonRank#SubspecificAggregate"
<http://purl.obolibrary.org/obo/TAXRANK_0000024>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Subfamily"
<http://purl.obolibrary.org/obo/TAXRANK_0000024>	"NCBITaxon:subfamily"
<http://purl.obolibrary.org/obo/TAXRANK_0000031>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Series"
<http://purl.obolibrary.org/obo/TAXRANK_0000044>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Infrakingdom"
<http://purl.obolibrary.org/obo/TAXRANK_0000014>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Suborder"
<http://purl.obolibrary.org/obo/TAXRANK_0000014>	"NCBITaxon:suborder"
<http://purl.obolibrary.org/obo/TAXRANK_0000018>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Superfamily"
<http://purl.obolibrary.org/obo/TAXRANK_0000018>	"NCBITaxon:superfamily"
<http://purl.obolibrary.org/obo/TAXRANK_0000003>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Order"
<http://purl.obolibrary.org/obo/TAXRANK_0000003>	"NCBITaxon:order"
<http://purl.obolibrary.org/obo/TAXRANK_0000050>	"http://rs.tdwg.org/ontology/voc/TaxonRank#SpeciesAggregate"
<http://purl.obolibrary.org/obo/TAXRANK_0000009>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Subgenus"
<http://purl.obolibrary.org/obo/TAXRANK_0000009>	"NCBITaxon:subgenus"
<http://purl.obolibrary.org/obo/TAXRANK_0000038>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Graft-chimaera"
<http://purl.obolibrary.org/obo/TAXRANK_0000017>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Kingdom"
<http://purl.obolibrary.org/obo/TAXRANK_0000017>	"NCBITaxon:kingdom"
<http://purl.obolibrary.org/obo/TAXRANK_0001006>	"NCBITaxon:serogroup"
<http://purl.obolibrary.org/obo/TAXRANK_0000053>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Subsection"
<http://purl.obolibrary.org/obo/TAXRANK_0000042>	"http://rs.tdwg.org/ontology/voc/TaxonRank#InfragenericTaxon"
<http://purl.obolibrary.org/obo/TAXRANK_0000025>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Tribe"
<http://purl.obolibrary.org/obo/TAXRANK_0000025>	"NCBITaxon:tribe"
<http://purl.obolibrary.org/obo/TAXRANK_0000032>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Bio-variety"
<http://purl.obolibrary.org/obo/TAXRANK_0000001>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Phylum"
<http://purl.obolibrary.org/obo/TAXRANK_0000001>	"NCBITaxon:phylum"
<http://purl.obolibrary.org/obo/TAXRANK_0000037>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Domain"
<http://purl.obolibrary.org/obo/TAXRANK_0000049>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Specialform"
<http://purl.obolibrary.org/obo/TAXRANK_0001005>	"NCBITaxon:forma_specialis"
<http://purl.obolibrary.org/obo/TAXRANK_0001012>	"NCBITaxon:subcohort"
<http://purl.obolibrary.org/obo/TAXRANK_0000028>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Subtribe"
<http://purl.obolibrary.org/obo/TAXRANK_0000028>	"NCBITaxon:subtribe"
<http://purl.obolibrary.org/obo/TAXRANK_0000011>	"NCBITaxon:species_subgroup"
<http://purl.obolibrary.org/obo/TAXRANK_0000054>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Subseries"
<http://purl.obolibrary.org/obo/TAXRANK_0000023>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Subspecies"
<http://purl.obolibrary.org/obo/TAXRANK_0000023>	"NCBITaxon:subspecies"
<http://purl.obolibrary.org/obo/TAXRANK_0000030>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Section"
<http://purl.obolibrary.org/obo/TAXRANK_0000043>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Infragenus"
<http://purl.obolibrary.org/obo/TAXRANK_0000035>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Cultivar-group"
<http://purl.obolibrary.org/obo/TAXRANK_0000048>	"http://rs.tdwg.org/ontology/voc/TaxonRank#patho-variety"
<http://purl.obolibrary.org/obo/TAXRANK_0001003>	"NCBITaxon:serotype"
<http://purl.obolibrary.org/obo/TAXRANK_0001010>	"NCBITaxon:cohort"
<http://purl.obolibrary.org/obo/TAXRANK_0000057>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Supertribe"
<http://purl.obolibrary.org/obo/TAXRANK_0000008>	"http://rs.tdwg.org/ontology/voc/TaxonRank#SubPhylum"
<http://purl.obolibrary.org/obo/TAXRANK_0000008>	"NCBITaxon:subphylum"
<http://purl.obolibrary.org/obo/TAXRANK_0000016>	"NCBITaxon:varietas"
<http://purl.obolibrary.org/obo/GO_0033554>	"Reactome:R-HSA-2262752"
<http://purl.obolibrary.org/obo/GO_0008152>	"Wikipedia:Metabolism"
<http://purl.obolibrary.org/obo/GO_0008152>	"Reactome:R-HSA-1430728"
<http://purl.obolibrary.org/obo/GO_0044238>	"Wikipedia:Primary_metabolite"
<http://purl.obolibrary.org/obo/GO_0006281>	"Reactome:R-HSA-73894"
<http://purl.obolibrary.org/obo/GO_0006281>	"Wikipedia:DNA_repair"
